nct_id,source,condition,pmid,doi,title,publication_year,is_rct
NCT00590577,pubmed,schizophrenia,21569242,10.1186/1471-244X-11-79,"Onset of efficacy and tolerability following the initiation dosing of long-acting paliperidone palmitate: post-hoc analyses of a randomized, double-blind clinical trial.",2011,True
NCT01196286,pubmed,schizophrenia,21226941,10.1186/1471-244X-11-9,Multifamily group psychoeducation and cognitive remediation for first-episode psychosis: a randomized controlled trial.,2011,True
NCT00916552,pubmed,bipolar disorder,20942940,10.1186/1745-6215-11-97,Effects of erythropoietin on depressive symptoms and neurocognitive deficits in depression and bipolar disorder.,2010,True
NCT04222816,crossref,bipolar disorder,,10.1111/bdi.13276,Effect of regulated add‐on sodium chloride intake on stabilization of serum lithium concentration in bipolar disorder: A randomized controlled trial,2023,True
NCT03703258,pubmed,PTSD,37011153,10.1037/tra0001460,Pilot randomized clinical trial of an app-based early intervention to reduce PTSD and alcohol use following sexual assault.,2024,True
NCT00211861,pubmed,PTSD,21194898,10.1016/j.euroneuro.2010.11.012,"A selective neurokinin-1 receptor antagonist in chronic PTSD: a randomized, double-blind, placebo-controlled, proof-of-concept trial.",2011,True
NCT00725920,pubmed,PTSD,19480669,10.1186/1471-244X-9-28,"A randomized, double-blind, placebo-controlled trial to assess the efficacy of topiramate in the treatment of post-traumatic stress disorder.",2009,True
NCT05550922,crossref,pediatric asthma,,10.1111/pai.14101,The effectiveness of an education program based on healthcare transition in adolescents with asthma: A randomized controlled trial,2024,True
NCT00107692,pubmed,childhood obesity,19437180,10.3109/17477160902957158,The impact of a child obesity treatment intervention on parent child-feeding practices.,2010,True
NCT00253747,pubmed,ADHD,22955246,10.1093/ntr/nts152,Osmotic release oral system methylphenidate prevents weight gain during a smoking-cessation attempt in adults with ADHD.,2013,True
NCT00937469,pubmed,ADHD,21255399,10.1186/1745-6215-12-18,Randomised social-skills training and parental training plus standard treatment versus standard treatment of children with attention deficit hyperactivity disorder - the SOSTRA trial protocol.,2011,True
NCT01961661,pubmed,cystic fibrosis,24586292,10.1371/journal.pone.0087796,Disrupted intestinal microbiota and intestinal inflammation in children with cystic fibrosis and its restoration with Lactobacillus GG: a randomised clinical trial.,2014,True
NCT00630812,pubmed,cystic fibrosis,22198974,10.1164/rccm.201109-1666OC,Long-term inhaled dry powder mannitol in cystic fibrosis: an international randomized study.,2012,True
NCT00749866,pubmed,cystic fibrosis,20870753,10.1164/rccm.201005-0756OC,A randomized controlled trial of nebulized gentamicin in non-cystic fibrosis bronchiectasis.,2011,True
NCT00104520,pubmed,cystic fibrosis,18658109,10.1164/rccm.200712-1804OC,Inhaled aztreonam lysine for chronic airway Pseudomonas aeruginosa in cystic fibrosis.,2008,True
NCT01802489,pubmed,multiple sclerosis,29172994,10.1177/1352458517742979,Amiloride does not protect retinal nerve fibre layer thickness in optic neuritis in a phase 2 randomised controlled trial.,2019,True
NCT02673827,pubmed,multiple sclerosis,27598379,10.1590/1518-8345.1257.2789,The effects of progressive muscular relaxation as a nursing procedure used for those who suffer from stress due to multiple sclerosis.,2016,True
NCT01451593,pubmed,multiple sclerosis,26822749,10.1016/S1474-4422(16)00004-1,"Phenytoin for neuroprotection in patients with acute optic neuritis: a randomised, placebo-controlled, phase 2 trial.",2016,True
NCT06539260,pubmed,Parkinson disease,40646117,10.1038/s41598-025-10821-5,Impact of vitamin D3 supplementation on motor functionality and the immune response in Parkinson's disease patients with vitamin D deficiency.,2025,True
NCT03830528,pubmed,Parkinson disease,36683291,10.1002/cpdd.1222,"Safety, Tolerability, and Pharmacokinetics of the Novel Adenosine A",2023,True
NCT02708186,pubmed,Parkinson disease,33714847,10.1016/j.sleep.2021.02.038,Nelotanserin as symptomatic treatment for rapid eye movement sleep behavior disorder: a double-blind randomized study using video analysis in patients with dementia with Lewy bodies or Parkinson's dis,2021,True
NCT02535221,pubmed,breast cancer,40331570,10.1177/10732748251339958,A Non-Inferior Randomized Trial of Neoadjuvant Endocrine Therapy Compared to Neoadjuvant Chemotherapy in Premenopausal Patients With Hormone-Responsive and HER2-Negative Lymph Node-Negative Breast Can,2025,True
NCT01349842,pubmed,breast cancer,33473163,10.1038/s41416-020-01227-3,Clinical utility of circulating tumour cell-based monitoring of late-line chemotherapy for metastatic breast cancer: the randomised CirCe01 trial.,2021,True
NCT01622361,pubmed,breast cancer,32460816,10.1186/s13058-020-01288-5,"Efficacy of neoadjuvant endocrine therapy compared with neoadjuvant chemotherapy in pre-menopausal patients with oestrogen receptor-positive and HER2-negative, lymph node-positive breast cancer.",2020,True
NCT03024697,pubmed,breast cancer,29576125,10.1016/j.bja.2017.11.112,"Single-shot pectoral plane (PECs I and PECs II) blocks versus continuous local anaesthetic infusion analgesia or both after non-ambulatory breast-cancer surgery: a prospective, randomised, double-blin",2018,True
NCT01515124,pubmed,breast cancer,28739540,10.1016/j.cct.2017.07.017,The women in steady exercise research (WISER) survivor trial: The innovative transdisciplinary design of a randomized controlled trial of exercise and weight-loss interventions among breast cancer sur,2017,True
NCT02240472,pubmed,breast cancer,28549453,10.1186/s12885-017-3361-y,Survival and axillary recurrence following sentinel node-positive breast cancer without completion axillary lymph node dissection: the randomized controlled SENOMAC trial.,2017,True
NCT01409720,pubmed,breast cancer,27464793,10.1186/s13014-016-0675-x,Resistance training concomitant to radiotherapy of spinal bone metastases - survival and prognostic factors of a randomized trial.,2016,True
NCT00567554,pubmed,breast cancer,25223482,10.1093/annonc/mdu455,Survival after neoadjuvant chemotherapy with or without bevacizumab or everolimus for HER2-negative primary breast cancer (GBG 44-GeparQuinto)†.,2014,True
NCT00418457,pubmed,breast cancer,25009197,10.1093/bja/aet581,Differential effects of serum from patients administered distinct anaesthetic techniques on apoptosis in breast cancer cells in vitro: a pilot study.,2014,True
NCT00790894,pubmed,breast cancer,23935969,10.1371/journal.pone.0069256,Ixabepilone administered weekly or every three weeks in HER2-negative metastatic breast cancer patients; a randomized non-comparative phase II trial.,2013,True
NCT00544765,pubmed,breast cancer,23661292,10.1093/annonc/mdt162,Evaluation of Mucin-1 protein and mRNA expression as prognostic and predictive markers after neoadjuvant chemotherapy for breast cancer.,2013,True
NCT01387282,pubmed,lung cancer,39992021,10.1002/jcsm.13732,Anamorelin Efficacy in Non-Small-Cell Lung Cancer Patients With Cachexia: Insights From ROMANA 1 and ROMANA 2.,2025,True
NCT02388919,pubmed,lung cancer,30032842,10.1016/j.lungcan.2018.05.013,"Quality of life results from a randomized, double-blinded, placebo-controlled, multi-center phase III trial of anlotinib in patients with advanced non-small cell lung cancer.",2018,True
NCT01158144,pubmed,lung cancer,27067521,10.1186/s12885-016-2234-0,"A phase II study of Endostatin in combination with paclitaxel, carboplatin, and radiotherapy in patients with unresectable locally advanced non-small cell lung cancer.",2016,True
NCT02185430,pubmed,lung cancer,26716866,10.1097/EJA.0000000000000405,Effects of dexmedetomidine on oxygenation and lung mechanics in patients with moderate chronic obstructive pulmonary disease undergoing lung cancer surgery: A randomised double-blinded trial.,2016,True
NCT00176137,pubmed,lung cancer,18583190,10.1016/S1470-2045(08)70156-6,Effect of preoperative chemoradiation in addition to preoperative chemotherapy: a randomised trial in stage III non-small-cell lung cancer.,2008,True
NCT06191185,pubmed,colorectal cancer,39809342,10.1016/j.cct.2025.107810,Multilevel intervention for follow-up of abnormal FIT in the safety-net: IMProving Adherence to Colonoscopy through Teams and Technology (IMPACTT).,2025,True
NCT03481296,pubmed,colorectal cancer,34922392,10.1093/sleep/zsab298,The association of acculturative stress with self-reported sleep disturbance and sleep duration among Asian Americans.,2022,True
NCT01588262,pubmed,colorectal cancer,23294513,10.1186/1471-2407-13-9,Early rehabilitation of cancer patients - a randomized controlled intervention study.,2013,True
NCT00697047,pubmed,colorectal cancer,22424252,10.1016/j.amepre.2011.11.014,Nonparticipation in a population-based trial to increase colorectal cancer screening.,2012,True
NCT00148226,pubmed,colorectal cancer,18573775,10.1258/jms.2008.007110,Randomized trial of a self-administered decision aid for colorectal cancer screening.,2008,True
NCT00381680,pubmed,leukemia,32001530,10.3324/haematol.2019.237230,Outcomes after late bone marrow and very early central nervous system relapse of childhood B-acute lymphoblastic leukemia: a report from the Children's Oncology Group phase III study AALL0433.,2021,True
NCT03118128,pubmed,leukemia,30176891,10.1186/s12967-018-1620-6,Effect of metformin on the survival of patients with ALL who express high levels of the ABCB1 drug resistance gene.,2018,True
NCT01241500,pubmed,leukemia,26968357,10.1016/S1470-2045(16)00009-7,"Rigosertib versus best supportive care for patients with high-risk myelodysplastic syndromes after failure of hypomethylating drugs (ONTIME): a randomised, controlled, phase 3 trial.",2016,True
NCT00481052,pubmed,leukemia,26113419,10.3324/haematol.2015.129221,Long-term outcome of a phase 2 trial with nilotinib 400 mg twice daily in first-line treatment of chronic myeloid leukemia.,2015,True
NCT00795756,pubmed,leukemia,25749825,10.3324/haematol.2014.123273,Randomized trial of radiation-free central nervous system prophylaxis comparing intrathecal triple therapy with liposomal cytarabine in acute lymphoblastic leukemia.,2015,True
NCT58585610,pubmed,leukemia,24128861,10.1182/blood-2013-07-516666,CYP2B6*6 is an independent determinant of inferior response to fludarabine plus cyclophosphamide in chronic lymphocytic leukemia.,2013,True
NCT00428558,pubmed,leukemia,23321257,10.1182/blood-2012-10-462879,Prospective evaluation of gene mutations and minimal residual disease in patients with core binding factor acute myeloid leukemia.,2013,True
NCT00407966,pubmed,leukemia,22733022,10.3324/haematol.2012.062539,"Randomized phase II study of two schedules of flavopiridol given as timed sequential therapy with cytosine arabinoside and mitoxantrone for adults with newly diagnosed, poor-risk acute myelogenous leu",2012,True
NCT00015873,pubmed,leukemia,17658395,10.1016/S0140-6736(07)61126-X,A treatment protocol for infants younger than 1 year with acute lymphoblastic leukaemia (Interfant-99): an observational study and a multicentre randomised trial.,2007,True
NCT03928418,pubmed,HIV,36706675,10.1016/j.drugalcdep.2023.109783,"Effect of two counseling interventions on self-reported alcohol consumption, alcohol biomarker phosphatidylethanol (PEth), and viral suppression among persons living with HIV (PWH) with unhealthy alco",2023,True
NCT02417233,pubmed,HIV,34435440,10.1002/jia2.25774,Impact of SMS and peer navigation on retention in HIV care among adults in South Africa: results of a three-arm cluster randomized controlled trial.,2021,True
NCT02890459,pubmed,HIV,32470089,10.1371/journal.pone.0233600,A pilot randomized trial of incentive strategies to promote HIV retesting in rural Uganda.,2020,True
NCT03125915,pubmed,HIV,30887190,10.1007/s10461-019-02455-2,A Pilot Randomized Trial of Intervention Components Addressing Drug Use in Couples HIV Testing and Counseling (CHTC) with Male Couples.,2019,True
NCT02855489,pubmed,HIV,29671166,10.1007/s10865-018-9923-x,"Dismantling the theory of planned behavior: evaluating the relative effectiveness of attempts to uniquely change attitudes, norms, and perceived behavioral control.",2018,True
NCT00811421,pubmed,HIV,28575010,10.1371/journal.pone.0178134,Effects of HIV infection on maternal and neonatal health in southern Mozambique: A prospective cohort study after a decade of antiretroviral drugs roll out.,2017,True
NCT01641016,pubmed,HIV,28213595,10.1136/bmjopen-2016-012934,Qualitative study of the BREATHER trial (Short Cycle antiretroviral therapy): is it acceptable to young people living with HIV?,2017,True
NCT01301066,pubmed,HIV,28121706,10.1097/QAD.0000000000001423,Greater remnant lipoprotein cholesterol reduction with pitavastatin compared with pravastatin in HIV-infected patients.,2017,True
NCT02414828,pubmed,HIV,28060545,10.1164/rccm.201603-0654OC,Safety and Immunogenicity of Adenovirus 35 Tuberculosis Vaccine Candidate in Adults with Active or Previous Tuberculosis. A Randomized Trial.,2017,True
NCT01795261,pubmed,HIV,26475016,10.1016/S2214-109X(15)00195-3,Effect of a congregation-based intervention on uptake of HIV testing and linkage to care in pregnant women in Nigeria (Baby Shower): a cluster randomised trial.,2015,True
NCT00023452,pubmed,tuberculosis,26951571,10.1093/cid/ciw126,Factors Associated With Noncompletion of Latent Tuberculosis Infection Treatment: Experience From the PREVENT TB Trial in the United States and Canada.,2016,True
NCT01404312,pubmed,tuberculosis,26082504,10.1093/cid/civ464,Efavirenz Pharmacokinetics and Pharmacodynamics in HIV-Infected Persons Receiving Rifapentine and Isoniazid for Tuberculosis Prevention.,2015,True
NCT01315301,pubmed,tuberculosis,25966339,10.1371/journal.pone.0122587,"Efficacy and Safety of Antiretroviral Therapy Initiated One Week after Tuberculosis Therapy in Patients with CD4 Counts < 200 Cells/μL: TB-HAART Study, a Randomized Clinical Trial.",2015,True
NCT01691534,pubmed,tuberculosis,25622149,10.1164/rccm.201410-1801OC,Bactericidal activity of pyrazinamide and clofazimine alone and in combinations with pretomanid and bedaquiline.,2015,True
NCT00694629,pubmed,tuberculosis,25489785,10.1164/rccm.201410-1843OC,"Daily rifapentine for treatment of pulmonary tuberculosis. A randomized, dose-ranging trial.",2015,True
NCT01805258,pubmed,tuberculosis,24134449,10.1186/1471-2334-13-482,Nevirapine versus efavirenz-based antiretroviral therapy regimens in antiretroviral-naive patients with HIV and tuberculosis infections in India: a pilot study.,2013,True
NCT01055145,pubmed,tuberculosis,23927582,10.1164/rccm.201303-0604OC,Comparison of levofloxacin versus moxifloxacin for multidrug-resistant tuberculosis.,2013,True
NCT00130325,pubmed,tuberculosis,23220919,10.1164/rccm.201208-1352OC,Interferon-γ ELISPOT as a biomarker of treatment efficacy in latent tuberculosis infection: a clinical trial.,2013,True
NCT00157066,pubmed,tuberculosis,17463418,10.1164/rccm.200701-007OC,A single dose of vitamin D enhances immunity to mycobacteria.,2007,True
NCT01287585,pubmed,hepatitis C,29659672,10.1093/annonc/mdy101,Phase III randomized study of second line ADI-PEG 20 plus best supportive care versus placebo plus best supportive care in patients with advanced hepatocellular carcinoma.,2018,True
NCT00517439,pubmed,hepatitis C,22166557,,Balapiravir plus peginterferon alfa-2a (40KD)/ribavirin in a randomized trial of hepatitis C genotype 1 patients.,2012,True
NCT03828994,pubmed,COVID-19,38691409,10.1097/OLQ.0000000000001994,Undermining the Translational Potential of Clinical Research With Adolescents and Young Adults: Differential Enrollment in Randomized Clinical Trials During COVID-19.,2024,True
NCT04615429,pubmed,COVID-19,38409332,10.1038/s41409-024-02230-5,Mesenchymal stromal cell therapy for COVID-19 acute respiratory distress syndrome: a double-blind randomised controlled trial.,2024,True
NCT03291509,pubmed,COVID-19,38272776,10.1016/j.dhjo.2024.101587,Remote delivery of a weight management intervention for adults with intellectual disabilities: Results from a randomized non-inferiority trial.,2024,True
NCT03852537,pubmed,COVID-19,34983600,10.1186/s13054-021-03873-2,"Early, biomarker-guided steroid dosing in COVID-19 Pneumonia: a pilot randomized controlled trial.",2022,True
NCT04486508,crossref,COVID-19,,10.1136/bmj-2021-068407,"Atorvastatin versus placebo in patients with covid-19 in intensive care:
                        randomized controlled trial",,True
NCT02092467,pubmed,rheumatoid arthritis,40992967,10.1016/j.ard.2025.08.028,Use of statins and its association with major adverse cardiovascular events with tofacitinib vs TNF inhibitors in patients with rheumatoid arthritis with and without atherosclerotic cardiovascular dis,2026,True
NCT00445770,pubmed,rheumatoid arthritis,32735145,10.1080/14397595.2020.1805142,Radiographic and clinical effects of 10 mg and 25 mg twice-weekly etanercept over 52 weeks in Japanese patients with active rheumatoid arthritis.,2021,True
NCT02602925,pubmed,rheumatoid arthritis,28482858,10.1186/s12895-017-0057-6,Tight controlled dose reduction of biologics in psoriasis patients with low disease activity: a randomized pragmatic non-inferiority trial.,2017,True
NCT01315652,pubmed,rheumatoid arthritis,24872377,10.1136/annrheumdis-2013-204733,"Impact of a nurse-led programme on comorbidity management and impact of a patient self-assessment of disease activity on the management of rheumatoid arthritis: results of a prospective, multicentre, ",2015,True
NCT00784459,pubmed,rheumatoid arthritis,23292882,10.1164/rccm.201207-1205OC,A randomized controlled trial to evaluate inhibition of T-cell costimulation in allergen-induced airway inflammation.,2013,True
NCT00119566,pubmed,rheumatoid arthritis,21352592,10.1186/1471-2474-12-54,Adalimumab reduces hand bone loss in rheumatoid arthritis independent of clinical response: subanalysis of the PREMIER study.,2011,True
NCT03454555,pubmed,chronic pain,40338272,10.1093/pm/pnaf049,Effectiveness of motivational interviewing plus cognitive behavioral therapy vs shared decision making for voluntary opioid tapering in patients with chronic pain: the INSPIRE randomized pragmatic tri,2025,True
NCT02497625,pubmed,chronic pain,28143504,10.1186/s13063-017-1784-z,"Effectiveness of the addition of therapeutic alliance with minimal intervention in the treatment of patients with chronic, nonspecific low back pain and low risk of involvement of psychosocial factors",2017,True
NCT00621530,pubmed,chronic pain,24535482,10.1007/s00540-014-1798-6,Intrathecal ketorolac does not improve acute or chronic pain after hip arthroplasty: a randomized controlled trial.,2014,True
NCT01009099,pubmed,COPD,30739217,10.1007/s00408-019-00198-4,The Effect of Breathing Retraining Using Metronome-Based Acoustic Feedback on Exercise Endurance in COPD: A Randomized Trial.,2019,True
NCT02603393,pubmed,COPD,29779416,10.1164/rccm.201803-0405OC,"Long-Term Triple Therapy De-escalation to Indacaterol/Glycopyrronium in Patients with Chronic Obstructive Pulmonary Disease (SUNSET): A Randomized, Double-Blind, Triple-Dummy Clinical Trial.",2018,True
NCT01090999,pubmed,COPD,27611807,10.1164/rccm.201603-0602OC,Benefits of Long-Term Pulmonary Rehabilitation Maintenance Program in Patients with Severe Chronic Obstructive Pulmonary Disease. Three-Year Follow-up.,2017,True
NCT01155310,pubmed,COPD,27736154,10.1164/rccm.201601-0083OC,A Multicenter Randomized Trial Assessing the Efficacy of Helium/Oxygen in Severe Exacerbations of Chronic Obstructive Pulmonary Disease.,2017,True
NCT01727141,pubmed,COPD,26177074,10.1164/rccm.201505-1048OC,FLIGHT1 and FLIGHT2: Efficacy and Safety of QVA149 (Indacaterol/Glycopyrrolate) versus Its Monocomponents and Placebo in Patients with Chronic Obstructive Pulmonary Disease.,2015,True
NCT01572948,pubmed,COPD,26151090,10.1164/rccm.201503-0543OC,"A Randomized, Placebo-controlled Trial of Roflumilast. Effect on Proline-Glycine-Proline and Neutrophilic Inflammation in Chronic Obstructive Pulmonary Disease.",2015,True
NCT01020344,pubmed,COPD,26016823,10.1164/rccm.201503-0453OC,Lung Volume Reduction Surgery and Improvement of Endothelial Function and Blood Pressure in Patients with Chronic Obstructive Pulmonary Disease. A Randomized Controlled Trial.,2015,True
NCT01006616,pubmed,COPD,25695403,10.1164/rccm.201405-0992OC,CXCR2 Antagonist MK-7123. A Phase 2 Proof-of-Concept Trial for Chronic Obstructive Pulmonary Disease.,2015,True
NCT00880490,pubmed,COPD,25060541,10.1016/j.rmed.2014.06.009,A randomized study of formoterol fumarate in a porous particle metered-dose inhaler in patients with moderate-to-severe COPD.,2014,True
NCT00975403,pubmed,COPD,23590271,10.1164/rccm.201211-1970OC,Does the respiratory system limit exercise in mild chronic obstructive pulmonary disease?,2013,True
NCT01108913,pubmed,COPD,23257347,10.1016/j.pupt.2012.12.003,Inhaled pan-selectin antagonist Bimosiamose attenuates airway inflammation in COPD.,2013,True
NCT00789997,pubmed,COPD,23161645,10.1136/thoraxjnl-2012-202432,TNFα antagonists for acute exacerbations of COPD: a randomised double-blind controlled trial.,2013,True
NCT00706303,pubmed,COPD,22395923,10.1136/bmj.e1060,Glasgow supported self-management trial (GSuST) for patients with moderate to severe COPD: randomised controlled trial.,2012,True
NCT00921921,pubmed,COPD,22350679,10.1007/s00408-012-9378-8,Effects of extra-fine inhaled and oral corticosteroids on alveolar nitric oxide in COPD.,2012,True
NCT00421122,pubmed,COPD,22046961,10.1185/03007995.2011.636420,Efficacy and safety of budesonide/formoterol via a dry powder inhaler in Chinese patients with chronic obstructive pulmonary disease.,2012,True
NCT00393458,pubmed,COPD,20522841,10.1136/thx.2009.125435,Efficacy of a new once-daily long-acting inhaled beta2-agonist indacaterol versus twice-daily formoterol in COPD.,2010,True
NCT03253341,pubmed,Alzheimer disease,39376152,10.1002/alz.14265,LEAP! Rx: A randomized trial of a pragmatic approach to lifestyle medicine.,2024,True
NCT04048759,pubmed,Alzheimer disease,37407386,10.1016/j.dhjo.2023.101497,"The association of increased body mass index on cardiorespiratory fitness, physical activity, and cognition in adults with down syndrome.",2023,True
NCT02389413,pubmed,Alzheimer disease,30309389,10.1186/s13195-018-0431-6,"Safety, tolerability and efficacy of the glutaminyl cyclase inhibitor PQ912 in Alzheimer's disease: results of a randomized, double-blind, placebo-controlled phase 2a study.",2018,True
